College Name,Email
KCMT CAMPUS 2 PREM PRAKASH GUPTA INSTITUTE OF ENGINEERING,exampgie@gmail.com
GOVERNMENT POLYTECHNIC KENAURA,gpkenaura@gmail.com
R. K. POLYTECHNIC COLLEGE,principal@rkce.ac.in
MAA BHAGAUTA KUNWAR INSTITUTE OF POLYTECHNIC,mbkip.mau@gmail.com
SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT,admissions@srmcem.ac.in
ABES BUSINESS SCHOOL,webadmin@abes.ac.in
SRM INSTITUTE OF MANAGEMENT AND TECHNOLOGY,infodesk@srmist.edu.in
RAJKIYA ENGINEERING COLLEGE BIJNOR,info@recb.ac.in
TEERTHANKER MAHAVEER UNIVERSITY COLLEGE OF ENGINEERING,university@tmu.ac.in
BABU SUSHIL SINGH INSTITUTE OF POLYTECHNIC,bssipoly@gmail.com
KRISHNNARIPT INSTITUTE OF MANAGEMENT & TECHNOLOGY,krishnarpit.m@gmail.com
SHAMBHUNATH INSTITUTE OF MANAGEMENT,mail@siet.in
GOVERNMENT POLYTECHNIC CHOPAN SONEBHADRA,secretarybte@gmail.com
S.V.M. TECHNICAL INSTITUTE,institutesvm@gmail.com
AXIS INSTITUTE OF FASHION TECHNOLOGY,contact@axiscolleges.in
G L BAJAJ INSTITUTE OF MANAGEMENT AND RESEARCH,admissions@glbimr.org
I.T.S SCHOOL OF MANAGEMENT,itsmn@its.edu.in
RAJ NARAYAN SINGH SAMMOPUR POLYTECHNIC,rnsinghpharmacycollege@gmail.com
AXIS INSTITUTE OF PLANNING AND MANAGEMENT,contact@axiscolleges.in
GOVERNMENT POLYTECHNIC KISHNI MAINPURI,secretarybte@gmail.com
HITECH INSTITUTE,info.hiitpbt@gmail.com
J. D. INSTITUTE OF ENGINEERING AND TECHNOLOGY,principaloffice@jdiet.ac.in
U P INSTITUTE OF DESIGN NOIDA,info@upidnoida.ac.in
RAJ POLYTECHNIC,rajpolytechnic01@gmail.com
CENTRE FOR ADVANCED STUDIES (DR APJ ABDUL KALAM TECHNICAL UNIVERSITY),jaya@aktu.ac.in
RAMA INSTITUTE OF HIGHER EDUCATION,info@ramauniversity.ac.in
GOVERNMENT POLYTECHNIC THAKURDWARA MORADABAD,secretarybte@gmail.com
KHWAJA MOINUDDIN CHISHTI URDU ARABI FARSI UNIVERSITY,shabihhaider@kmclu.ac.in
GOVERNMENT POLYTECHNIC MAWANA KHURD,gpmawana@gmail.com
GOVERNMENT POLYTECHNIC JAMUNIA DEEH HARAKH (BARABANKI),gpharakhbarabanki2017@gmail.com
GOVERNMENT POLYTECHNIC CHAMRAUA RAMPUR,gpchamraua@gmail.com
GOVERNMENT POLYTECHNIC NIKARIKA RAJGARH MIRZAPUR,gprajgarh123@gmail.com
MAA SHARDA INSTITUTE OF TECHNOLOGY,msit0836@gmail.com
GOVERNMENT POLYTECHNIC (JATWADA,gpjansath@gmail.com
SR GROUP OF INSTITUTIONS,info@srgi.ac.in
GYANSTHALY MAHAVIDHYALAYA,gyansthalipublicschool@gmail.com
SAROJ INSTITUTE OF FILM AND FASHION,info@siff.co.in
UNIVERSITY POLYTECHNIC,dr.aac@bitmesra.ac.in
SHRI GIRRAJ MAHARAJ POLYTECHNIC COLLEGE,sgmitm@gmail.com
SAVITRIBAI PHULE GOVERNMENT POLYTECHNIC,sbpgpazamgarh@gmail.com
GOVERNMENT POLYTECHNIC CHANDAUSI,gpchandausi@gmail.com
RUCHI'S INSTITUTE OF CREATIVE ARTS,rm@rica.org.in
CHANDAULI POLYTECHNIC CHANDAULI,chandaulicpc@gmail.com
ARYAKUL COLLEGE OF MANAGEMENT,aryakulcollege@gmail.com
DR. DASHRATH CHAUDHARY INSTITUTE OF TECHNOLOGY,ddcnp.bansi@gmail.com
GOVERNMENT POLYTECHNIC BARABANKI,secretarybte@gmail.com
TOWN POLYTECHNIC,tpballia2020@gmail.com
MAA VAISHNO DEVI EDUCATIONAL & LAW COLLEGE,mvdeducationalgroup@gmail.com
EMERALD-9 INSTITUTE OF MANAGEMENT AND TECHNOLOGY,emerald9int@gmail.com
KANCHAN POLYTECHNIC,kanchanpoly268@gmail.com
M.G.POLYTECHNIC,principalmgp@gmail.com
BANSHI COLLEGE OF MANAGEMENT AND TECHNOLOGY,gobharateducation@gmail.com
NARVADESHWAR MANAGEMENT COLLEGE,info.narvadeshwar@gmail.com
GOVERNMENT POLYTECHNIC BANDA,secretarybte@gmail.com
AERONAUTICAL TRAINING INSTITUTE UP,info@amecet.in
GOVERNMENT POLYTECHNIC MADHOGARH,govt.polytechnic.madhogarh@gmail.com
CHHATRAPATI SAHU JI MAHARAJ GOVERNMENT POLYTECHNIC,info@csjmu.ac.in
CHHATRAPATI SAHUJI MAHARAJ GOVERNMENT POLYTECHNIC,info@csjmu.ac.in
SHIVDAN SINGH INSTITUTE OF TECHNOLOGY & MANAGEMENT,admission.cell@seglko.org
SHRI RAM MURTI SMARAK COLLEGE OF ENGINEERING & TECHNOLOGY,cet@srmscet.edu
KIPM-COLLEGE OF ENGINEERING & TECHNOLOGY,directorengg@kipm.edu.in
GOVERNMENT POLYTECHNIC ETAWAH,secretarybte@gmail.com
JAWAHAR LAL NEHRU POLYTECHNIC,sadiqnaick@gmail.com
GOVT. POLYTECHNIC CHHABILHAKHOR SADAR BASTI,gpchksbasti@gmail.com
GOVERNMENT POLYTECHNIC SHAHBAD,gpshahbad@gmail.com
UMRAO TECHNOLOGICAL INSTITUTE,umrao.tech@gmail.com
PANCHWATI INSTITUTE OF POLYTECHNIC,poly@panchwati.edu.in
DEV BHOOMI INSTITUTE OF POLYTECHNIC,info@dbuu.ac.in
MAA VAISHNO MAA SHARDA POLYTECHNIC,gobharateducation@gmail.com
SHAHEED VIRENDRA SINGH SIROHI INSTITUTE OF TECHNOLOGY,svssit@gmail.com
KAMAL INSTITUTE OF TECHNOLOGY,info@kamalinstitute.com
DIGAMBER JAIN POLYTECHNIC BARAUT,ppldjpbaraut@gmail.com
GOVERNMENT POLYTECHNIC SONEBHADRA,secretarybte@gmail.com
LAL BAHADUR SHASTRI POLYTECHNIC,lbspgcollege205@gmail.com
KHANDELWAL COLLEGE OF MANAGEMENT SCIENCE & TECHNOLOGY (MBA),admission@kcmt.in
NORTHERN REGIONAL INSTITUTE OF PRINTING TECHNOLOGY,nriptallahabad@gmail.com
NITRA TECHNICAL CAMPUS,admissionbtech@nitra.ac.in
BAHAB DR. BHIM RAM AMBEDKAR COLLEGE OF AGRIL. ENGG. & TECHNOLOGY,deancaet@csauk.ac.in
ANJANA INSTITUTE OF TECHNICAL EDUCATION,gobharateducation@gmail.com
GAUTAM BUDDHA UNIVERSITY,info@gbu.ac.in
INSTITUTE OF MANAGEMENT TECHNOLOGY CENTRE FOR DISTANCE LEARNING,admissions@imtcdl.ac.in
BHAGWANT INSTITUTE OF TECHNOLOGY (MCA),bitbarshi6781@gmail.com
PRASAD POLYTECHNIC,polyprasad.jnp@gmail.com
KASHI NATH INSTITUTE OF TECHNOLOGY,knitgzp@gmail.com
DEVO MAHESH COLLEGE OF ENGINEERING & TECHNOLOGY,dmcet03@gmail.com
GOVERNMENT POLYTECHNIC SHAHJAHANPUR,secretarybte@gmail.com
MAHAMAYA GOVERNMENT POLYTECHNIC OF INFORMATION TECHNOLOGY,mmitgorakhpur@gmail.com
IMS COLLEGE OF POLYTECHNIC,enquiry@imsec.ac.in
MANYAVAR KASHI RAM GOVERNMENT POLYTECHNIC,mkgdcgabhana.aligarh@gmail.com
LITTLE FLOWER POLYTECHNIC,info@littleflower.ac.in
R K POLYTECHNIC,principal@rkce.ac.in
PT. RAM ADHAR J. TIWARI COLLEGE OF POLYTECHNIC,prjtpoly@gmail.com
IIMT COLLEGE OF POLYTECHNIC,enquires@iimtindia.net
URMILA COLLEGE OF TECHNOLOGY @ MANAGEMENT,directoructm21@gmail.com
KOTHIWAL INSTITUTE OF TECHNOLOGY & PROFESSIONAL STUDIES,kitps_mbd@kothiwalinstitutetechnology.com
SAGAR INSTITUTE OF TECHNOLOGY & MANAGEMENT,admission@sagar.ac.in
GOVERNMENT POLYTECHNIC RAMPUR,secretarybte@gmail.com
GOVERNMENT POLYTECHNIC FAIZABAD,gpayodhya62@gmail.com
SETH VISHAMBHAR NATH INSTITUTE OF ENGINEERING & TECHNOLOGY,svn.edu.society@gmail.com
BANARAS INSTITUTE OF POLYTECHNIC & ENGINEERING,bipevns@gmail.com
DELHI TECHNICAL CAMPUS,info@delhitechnicalcampus.ac.in
DEV BHOOMI GROUP OF INSTITUTIONS,info@dbuu.ac.in
INSTITUTE OF MANAGEMENT EDUCATION,collegeduniyabharat@gmail.com
AMANI GROUP OF INSTITUTIONS,amanicampus@gmail.com
SHREE BHAGWAT INSTITUTE OF TECHNOLOGY,bitbarshi6781@gmail.com
GOVT. POLYTECHNIC TALBEHAT,secretarybte@gmail.com
DAYAL GROUP OF INSTITUTION,admin@dgi.edu.in
RAM SINGH COLLEGE OF ENGG. & TECHNOLOGY,rscet.fzb@gmail.com
SHRI SAHDEV PAUDHARIYA POLYTECHNIC COLLEGE,sahdeopaudhariya@gmail.com
SOCIETY OF ADVANCED MANAGEMENT STUDIES (SAMS),subh.m2010@gmail.com
SWAMI KALYAN DEV POLYTECHNIC INSTITUTE,skdpi2010@gmail.com
MAHATMA JYOTIBA PHULE GOVERNMENT POLYTECHNIC KAUSHAMBI,mjpgpkaushambi@gmail.com
SMT. FULEHRA SMARAK COLLEGE OF POLYTECHNIC,gobharateducation@gmail.com
KUNAL PROFESSIONAL EDUCATION ACADEMY,kgiagra@gmail.com
NTPC SCHOOL OF BUSINESS,admission@nsb.ac.in
MAHA MANAV GAUTAM BUDHA POLYTECHNIC,mmgbpoly@gmail.com
TATHAGAT GAUTAM BUDH GOVERNMENT POLYTECHNIC,principal.gpsravasti@gmail.com
MAA BHAGWATI EDUCATIONAL INSTITUTE,mbsstlko@gmail.com
INSTITUTE OF TOOL ROOM TRAINING U.P.,lucknow.ittup@gmail.com
SHANTI POLYTECHNICGOVERNMENT POLYTECHNIC PUWAYAN,secretarybte@gmail.com
GOVERNMENT POLYTECHNIC DEEH,gpdeeh.unnao@gmail.com
SRI SHARDA INSTITUTE OF MANAGEMENT & TECHNOLOGY,dean.ssimt@gmail.com
NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,nigc.najibabad@gmail.com
SAMS INSTITUTE OF HOTEL MANAGEMENT,samsgroupofinstitutions@gmail.com
SHRI MOTI SMRITI INSTITUTE OF TECHNOLOGY,smsit2015@gmail.com
GOVERNMENT POLYTECHNIC BAREILLY,secretarybte@gmail.com
SAVITRI BAI PHULE GOVERNMENT GIRLS POLYTECHNIC,kaur.diljindar21@gmail.com
ACCURATE INSTITUTE OF MANAGEMENT & TECHNOLOGY,admissions@accurate.in
CBS COLLEGE OF POLYTECHNIC,cbspoly571@gmail.com
SHANTI INSTITUTE OF TECHNOLOGY (DIPLOMA IN ENGINEERING),drsachinsaxena74@gmail.com
GOVERNMENT POLYTECHNIC MOHAMMAD PUR (GITI CAMPUS),gpm.brh@gmail.com
SHRI KASHI CHANDRA DEV YADAV PRAVIDHIK SHIKSHAN SANSTHAN,shrikashipoly85@gmail.com
SHARDA UNIVERSITY,registrar@sharda.ac.in
GALGOTIAS UNIVERSITY,registrar@galgotiasuniversity.edu.in
Aligarh Muslim University,registrar.amu@amu.ac.in
Babasaheb Bhimrao Ambedkar University,bbauscstcell@gmail.com
Banaras Hindu University,drdevbhu@gmail.com
GLA University,glauniversity@gla.ac.in
Indian Institute of Technology,director@iitbhu.ac.in
Motilal Nehru National Institute of Technology,secretary@mnnit.ac.in
Indian Institute of Information Technology Allahabad,director@iiita.ac.in
Gautam Buddha University,admissions@gbu.ac.in
D. A. V. College,davcollege066@gmail.com
Shri Ram College,src.naac@gmail.com
DAV PG College,admin@davpgcvns.ac.in
Institute of Technology and Science,admissions.mn@its.edu.in
KAMLA NEHRU INSTITUTE OF PHYSICAL AND SOCIAL SCIENCES,principalknipss@gmail.com
Rajiv Gandhi Institute of Petroleum Technology,registrar@rgipt.ac.in
ZAKIR HUSSAIN COLLEGE OF ENGINEERING & TECHNOLOGY,tpo@zhcet.ac.in
Indian Institute of Tourism and Travel Management,info@iittmnoida.ac.in
INSTITUTE OF MANAGEMENT SCIENCE,ims@lkouniv.ac.in
BUNDELKHAND UNIVERSITY,registrar.bujhansi@gmail.com
Indian Institute of Management Lucknow,diroffice@iiml.ac.in
Jaipuria Isntitute of Management,lucknow@jaipuria.ac.in
Sanjay Gandhi Postgraduate Institute of Medical Sciences,director@sgpgi.ac.in
King George`s Medical University,info@kgmcindia.edu
Integral University,admission@iul.ac.in
NIFT - Rae Bareli,director.raebareli@nift.ac.in
ABES ENGINEERING COLLEGE,madhur.saxena@abes.ac.in
G. L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,registrar@glbitm.org
"J.K. Institute of Applied Physics & Technology, Allahabad",admission.jkau@gmail.com
DR. A.P.J. ABDUL KALAM INSTITUTE OF FORENSIC SCIENCE AND CRIMINOLOGY,forensicon2019@gmail.com
INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,vijaysingh@iiitl.ac.in
DR. SHAKUNTALA MISRA NATIONAL REHABILITATION UNIVERSITY,vc@dsmnru.ac.in
HARCOURT BUTLER TECHNICAL UNIVERSITY,registrar@hbtu.ac.in
INDERPRASTHA ENGINEERING COLLEGE,admission@ipec.org.in
INSTITUTE OF AGRICULTURAL SCIENCES BANARAS HINDU UNIVERSITY RGSC,chairman.cgrgsc@bhu.ac.in
RAJKIYA ENGINEERING COLLEGE AZAMGARH,director@gecazamgarh.ac.in
RANI LAKSHMI BAI CENTRAL AGRICULTURAL UNIVERSITY JHANSI,vcrlbcau@gmail.com
"FACULTY OF LAW, BANARAS HINDU UNIVERSITY",dean.lawschool.bhu@gmail.com
I.T.S ENGINEERING COLLEGE,admission.ec@its.edu.in
GALGOTIAS COLLEGE OF ENGINEERING & TECHNOLOGY,admissions@galgotiacollege.edu
"IIMT COLLEGE OF ENGINEERING, GREATER NOIDA",director.gn@iimtindia.net
GOVERNMENT GIRLS POLYTECHNIC MEJA,ggpmeja@gmail.com
"GOVERNMENT POLYTECHNIC,  KOTANA",gpkotana@gmail.com
JSS ACADEMY OF TECHNICAL EDUCAITON NOIDA,principal@jssaten.ac.in
MEERUT INSTITUTE OF ENGINEERING AND TECHNOLOGY,contact@miet.ac.in
"INDIAN INSTITUTE OF MANAGEMENT, LUCKNOW, NOIDA CAMPUS",diroffice@iiml.ac.in
ABES INSTITUTE OF TECHNOLOGY,info@abesit.in
"MAHATMA GANDHI KASHI VIDYAPITH, VARANASI",registrar.mgkvp@gmail.com
SYMBIOSIS LAW SCHOOL(SLS) NOIDA,info@symlaw.edu.in
SYMBIOSIS CENTRE FOR MANAGEMENT STUDIES (SCMS) NOIDA,info@scmsnoida.ac.in
SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,dean.admissions.ncr@srmist.edu.in
UNIVERSITY OF LUCKNOW,registrar@lkouniv.ac.in
DEPARTMENT OF BUSINESS ADMINISTRATION  UNIVERSITY OF LUCKNOW,lumba@lkouniv.ac.in
INSTITUTE OF MANAGEMENT STUDIES GHAZIABAD,director@imsgzb.ac.in
INSTITUTE OF MANAGEMENT STUDIES BANARAS HINDU UNIVERSITY,admissions@fmsbhu.ac.in
RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY (GHAZIABAD),registrar@rkgit.edu.in
RAJ KUMAR GOEL INSTITUTE OF TECHNOLOGY (PHARMACY) GHAZIABAD,vipulgoel@rkgit.edu.in
JAIPURIA INSTITUTE OF MANAGEMENT (GHAZIABAD),admissions@jaipuria.edu.in
I T S COLLEGE OF PHARMACY,pharmacy@its.edu.in
"INSTITUTE OF HOTEL MANAGEMENT CATERING TECHNOLOGY AND APPLIED NUTRITION, LUCKNOW",ihmlucknow@gmail.com
MAHILA MAHAVIDYALAYA,principalmmvbhu@gmail.com
KIET GROUP OF INSTITUTIONS,director@kiet.edu
MEERUT INSTITUTE OF TECHNOLOGY,registrar@mitmeerut.ac.in
UNITED COLLEGE OF ENGINEERING AND RESEARCH,hr@united.ac.in
GOVIND BALLABH PANT SOCIAL SCIENCE INSTITUTE,director@gbpssi.org.in
"BUNDELKHAND INSTITUTE OF ENGINEERING AND TECHNOLOGY, JHANSI",director@bietjhs.ac.in
ISWAR SARAN DEGREE COLLEGE,isdc.ass@gmail.com
"ASIAN BUSINESS SCHOOL, NOIDA",sunita.verma@abs.edu.in
"JAIPURIA INSTITUTE OF MANAGEMENT, NOIDA",noida@jaipuria.ac.in
"SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT, LUCKNOW",admissions@srmcem.ac.in
SADANLAL SANWALDAS KHANNA MAHILA MAHAVIDYALAYA,sskiqac@gmail.com
"GOVERNMENT POLYTECHNIC,  GHAZIABAD",principalgpg@gmail.com
GLOCAL UNIVERSITY,registrar@theglocaluniversity.in
SWAMI VIVEKANAND SUBHARTI UNIVERSITY MEERUT,admission@subharti.org
"ALL INDIA INSTITUTE OF MEDICAL SCIENCES, RAE BARELI",aiimsrbl1@gmail.com
"RAJKIYA ENGINEERING COLLEGE, KANNAUJ",registrar@reck.ac.in
"UNIVERSITY INSTITUTE OF ENGINEERING AND TECHNOLOGY CHHATRAPATI SHAHU JI MAHARAJ UNIVERSITY, KANPUR",uietoffice.csjmu@gmail.com
SHOBHIT INSTITUTE OF ENGINEERING AND TECHNOLOGY,outreach@shobhituniversity.ac.in
INSTITUTE OF PHARMACEUTICAL SCIENCES,director_pharma@lkouniv.ac.in
BANSAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,info@bansaliet.in
"MANGALAYATAN UNIVERSITY, ALIGARH",registrar@mangalayatan.edu.in
G.L. BAJAJ INSTITUTE OF MANAGEMENT AND RESEARCH. PGDM INSTITUTE,registrar@glbimr.org
BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,direngg@bbdniit.ac.in
KASHI INSTITUTE OF TECHNOLOGY,info@kashiit.ac.in
"SCHOOL OF MANAGEMENT SCIENCES, LUCKNOW",registrar@smslucknow.ac.in
"GOVERNMENT POLYTECHNIC, MOHAMMADI, KHERI",gpmkheri@gmail.com
SATYAM FASHION INSTITUTE,info@satyamfashion.ac.in
KANPUR INSTITUTE OF TECHNOLOGY,info@kit.ac.in
"GOVERNMENT POLYTECHNIC, SAMDA, SAHASWAN, BUDAUN",gpsahaswan@gmail.com
"CHRIST (DEEMED TO BE UNIVERSITY), DELHI NCR CAMPUS",registrar@christuniversity.in
BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,director@bbdnitm.ac.in
ARYA MAHILA P.G. COLLEGE,ampgc.vns@gmail.com
"KIPM COLLEGE OF ENGINEERING AND TECHNOLOGY, GORAKHPUR",directorengg@kipm.edu.in
"ICAR INDIAN VETERINARY RESEARCH INSTITUTE, IZATNAGAR",registrar.ivri@gmail.com
NOIDA INTERNATIONAL UNIVERSITY,registrar@niu.edu.in
MANGALMAY INSTITUTE OF MANAGEMENT AND TECHNOLOGY,registrar@mangalmay.org
GREATER NOIDA INSTITUTE OF TECHNOLOGY (ENGINEERING INSTITUTE),registrar@gnit.net
JAIPURIA SCHOOL OF BUSINESS,director@jaipuria.edu.in
"RAJKIYA ENGINEERING COLLEGE, BASTI",directorrecbasti@gmail.com
HINDUSTAN COLLEGE OF SCIENCE AND TECHNOLOGY,director.hcst@sgei.org
SCHOOL OF MANAGEMENT SCIENCES,registrar@smsvaranasi.com
SIR CHHOTU RAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,directorscriet@gmail.com
UNITED INSTITUTE OF TECHNOLOGY,sanjaysrivastava@united.ac.in
"RAJKIYA ENGINEERING COLLEGE, MAINPURI",registrar@recmainpuri.in
RAJIV GANDHI NATIONAL AVIATION UNIVERSITY,ra.academics@rgnau.ac.in
"DEEN DAYAL UPADHYAYA GORAKHPUR UNIVERSITY, GORAKHPUR",registrarddugu@gmail.com
BANDA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,registrar.buat@gmail.com
"RAJKIYA ENGINEERING COLLEGE, AMBEDKAR NAGAR",director@recabn.ac.in
COLLEGE OF HORTICULTURE AND FORESTRY,deanchfanduat@gmail.com
"DR. AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P. KANPUR",director@aith.ac.in
IIMT UNIVERSITY,registrariimtuniversity@iimtindia.net
IIMT COLLEGE OF POLYTECHNIC,dirpolytechnic_gn@iimtindia.net
Aligarh Muslim University,rahatabrar@gmail.com
Chandra Shekhar Azad University of Agriculture & Technology,info@csauk.ac.in
Chaudhary Charan Singh University,registrar@ccsuniversity.ac.in
Deen Dayal Upadhyay Gorakhpur University,registrarddugu@gmail.com
Dr. Shakuntala Misra Rehabilitation University,webmaster.dsmu@gmail.com
Uttar Pradesh Technical University,registrar@uptu.ac.in
M. J. P. Rohilkhand University,info@mjpru.ac.in
Mahatma Gandhi Kashi Vidyapeeth,registrar.mgkvp@gmail.com
Narendra Dev University of Agriculture and Technology,pksinghgpb@gmail.com
University of Lucknow,update@lkouniv.ac.in
Galgotias University,ceo@galgotiasuniversity.edu.in
IFTM University,info@iftmuniversity.ac.in
Mangalayatan University,admissions@mangalayatan.edu.in
Mohammad Ali Jauhar University,registrar@jauharuniversity.edu.in
Sharda University,admission@sharda.ac.in
Shri Venkateshwara University,info@svu.edu.in
Monad University,admissions@monad.edu.in
Shobhit University (Gangoh),mail@shobhituniversity.ac.in
Central Institute of Higher Tibetan Studies,registraroffice.cuts@gmail.com
Dayalbagh Educational Institute,admin@dei.ac.in
Nehru Gram Bharti University,info.ngbu@gmail.com
Shobhit University (Meerut),mail@shobhituniversity.ac.in
JMS INSTITUTE OF TECHNOLOGY,info.jmshapur@gmail.com
GALGOTIAS COLLEGE OF ENGINEERING & TECHNOLOGY,registrar@galgotiacollege.edu
SGM INSTITUTE OF MANAGEMENT,sgmitm@gmail.com
DRONACHARYA GROUP OF INSTITUTIONS,admission@gnindia.dronacharya.info
FACULTY OF ENGINEERING AND TECHNOLOGY,info.feat@dmiher.edu.in
SHREE JEE BABA INSTITUTE OF PROFESSIONAL STUDIES,info@sjbips.com
HARI COLLEGE OF MANAGEMENT,gobharateducation@gmail.com
INSTITUTE OF ADVANCED MANAGEMENT AND RESERCH,info@iamr.ac.in
INSTITUTE OF MANAGEMENT STUDIES,director@imsgzb.ac.in
DR. GAUR HARI SINGHANIA INSTITUTE OF MANAGEMENT AND RESEARCH,director@ghsimr.ac.in
SACRED HEART INSTITUTE OF MANAGEMENT & TECHNOLOGY,shimtstp@gmail.com
GLOBAL INSTITUTE OF INFORMATION TECHNOLOGY,madhepura.giit@gmail.com
UTTAM INSTITUTE OF MANAGEMENT STUDIES,hr@uttaminstitute.ac.in
HINDUSTAN COLLEGE OF SCIENCE & TECHNOLOGY,admissions@sgei.org
BSA COLLEGE OF ENGINEERING & TECHNOLOGY,info@bsapgcollege.ac.in
HI-TECH INSTITUTE OF ENGINEERING & TECHNOLOGY,info@domain.com
INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,faculty-applications@iiitd.ac.in
GOVT POLYTECHNIC SHARDHANA MEERUT,secretarybte@gmail.com
BUDDHA INSTUTUTE OF MANAGEMENT,director@bimgkp.ac.in
R.P. POLYTEHCHNIC COLLEGE,info.maaurmiladevi@gmail.com
MAHARANA INSTITUTE OF TECHNOLOGY & SCIENCES,gobharateducation@gmail.com
FACULTY OF ENGINEERING & TECHNOLOGY,info.feat@dmiher.edu.in
KISHAN INSTITUTE OF INFORMATION TECHNOLOGY,director@kitegroup.edu.in
HMFA MEMORIAL INSTITUTE OF ENGG & TECH.,hmfamiet411@gmail.com
KRISHNA INSTITUTE OF TECHNOLOGY 351,deansds@kvv.edu.in
VISION INSTITUTE OF TECHNOLOGY,registrar.vision@gmail.com
INTEGRATED ACADEMY OF MANAGEMENT AND TECHNOLOGY (INMANTEC),pharmacy@inmantec.edu
SAROJ INSTITUTE OF MANAGEMENT AND TECHNOLOGY,admission.cell@seglko.org
FACULTY OF PG DEGREE IN BUSINESS ADMINISTRATION,hodmba@osmania.ac.in
DAYALBAGH EDUCATIONAL INSTITUTE,admin@dei.ac.in
RAJARSHI RANANJAY SINH INSTITUTE OF MANAGEMENT & TECHNOLOGY,registrar@rrsimt.ac.in
BHARAT INSTITUTE OF TECHNOLOGY (SCHOOL OF COMPUTER APPLICATION),info@bitmeerut.co.in
DR. VIRENDRA SWARUP INSTITUTE OF COMPUTER STUDIES,vsefmgmt@vsef.org
K L S INSTITUTE OF ENGINEERING & TECHNOLOGY,subhartigroupkls@gmail.com
NEELAM COLLEGE OF ENGINEERING & TECHNOLOGY,info@neelamcollege.com
CHHATRAPATI SHAHUJI MAHARAJ COLLEGE OF ENGINEERING & TECHNOLOGY,ssc@csjmu.ac.in
SHRI SIDDHI VINAYAK INSTITUTE OF TECHNOLOGY,info@ssvgi.org
SUNRISE INSTITUTE OF ENGINEERING TECHNOLOGY & MANAGEMENT,lncsknp@gmail.com
SUNRISE INSTITUTE OF ENGINEERING TECHNOLOGY & MANAGEMENT,info@sietm.com
UNITED COLLEGE OF ENGINEERING & RESEARCH,info@united.ac.in
SHAMBHUNATH INSTITUTE OF ENGINEERING & TECHNOLOGY,mail@siet.in
BABU BANARASI DAS NORTHERN INDIA INSTITUTE OF TECHNOLOGY,info@bbdniit.ac.in
KCC INSTITUTE OF TECHNOLOGY AND MANAGEMENT,placement@kccitm.edu.in
KIPM-COLLEGE OF MANAGEMENT,hodmba@kipm.edu.in
INSTITUTE OF ENGINEERING AND RURAL TECHNOLOGY,helpdesk2025@iertentrance.in
JIMS ENGINEERING MANAGEMENT TECHNICAL CAMPUS,admission.gn@jagannath.org
AZAD INSTITUTE OF ENGINEERING & TECHNOLOGY,info@aiet.ac.in
DR RAJESH POLYTECHNIC INSTITUTE,drrajeshpoly@gmail.com
SCHOOL OF MANAGEMENT SCIENCES,info@smslucknow.ac.in
SR INSTITUTE OF MANAGEMENT& TECHNOLOGY,info@srgi.ac.in
SYMBIOSIS INTERNATIONAL DEEMED TO BE UNIVERSITY,admissions@siu.edu.in
MP INSTITUTE OF MANAGEMENT,admission@mpinstitution.com
DELHI METROPOLITAN EDUCATION,info@dme.ac.in
SHRI DURGA JI POLYTECHNIC INSTITUTE,info.sdjpgc@gmail.com
MODERN COLLEGE,contact@moderncollegepune.edu.in
JANHIT INSTITUTE OF EDUCATION AND INFORMATION,janhit.gzb@gmail.com
MAHARANA PRATAP INSTITUTE OF TECHNOLOGY,mpit.mpsp@gmail.com
GAYATRI DEVI COLLEGE OF EDUCATION,gce.snr@gmail.com
GYAN BHARTI INSTITUTE OF MANAGEMENT STUDIES,infogyanbharti@gmail.com
GREAT GANGES INSTITUTE OF TECHNOLOGY,admin@ggesgroup.com
RV HIGHER EDUCATION AND TECHNICAL INSTITUTE,admissions@rvit.edu.in
THAKUR HAR NARAYAN SINGH MAHAVIDYALAYA,thhnsinghgrpcolleges@gmail.com
SANSKAR COLLEGE OF MANAGEMENT AND PROFESSIONAL STUDIES,principalofsanskar@gmail.com
